KOname	ko
minE; cell division topological specificity factor	K03608
MINK; misshapen/NIK-related kinase	K04413
MINPP1; multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase	K03103
mioC; MioC protein	K06205
MIOS, MIO; WD repeat-containing protein mio	K20407
MIOX; inositol oxygenase	K00469
mipA, ompV; MipA family protein	K07274
MIPEP; mitochondrial intermediate peptidase	K01410
MIR100; microRNA 100	K17041
MIR101; microRNA 101	K17129
MIR103; microRNA 103	K16989
MIR106A; microRNA 106a	K17034
MIR106B; microRNA 106b	K17035
MIR107; microRNA 107	K17396
MIR10A; microRNA 10a	K16864
MIR10B; microRNA 10b	K17393
MIR122; microRNA 122	K17020
MIR124; microRNA 124	K17126
MIR125A; microRNA 125a	K16993
MIR125B; microRNA 125b	K16994
MIR126; microRNA 126	K16978
MIR128; microRNA 128	K17130
MIR129; microRNA 129	K17368
MIR130A; microRNA 130a	K17021
MIR130B; microRNA 130b	K17109
MIR133A; microRNA 133a	K16970
MIR133B; microRNA 133b	K16971
MIR135; microRNA 135	K17144
MIR137; microRNA 137	K17369
MIR140; microRNA 140	K17145
MIR141; microRNA 141	K17018
MIR142; microRNA 142	K17022
MIR143; microRNA 143	K17023
MIR145; microRNA 145	K16974
MIR146A; microRNA 146a	K17012
MIR146B; microRNA 146b	K17013
MIR147; microRNA 147	K17146
MIR149; microRNA 149	K17147
MIR150; microRNA 150	K17024
MIR151; microRNA 151	K17115
MIR152; microRNA 152	K17370
MIR155; microRNA 155	K17009
MIR15A; microRNA 15a	K16986
MIR15B; microRNA 15b	K16987
MIR16; microRNA 16	K16988
MIR17; microRNA 17	K17002
MIR181A; microRNA 181a	K17025
MIR181B; microRNA 181b	K17026
MIR181C; microRNA 181c	K17027
MIR181D; microRNA 181d	K17028
MIR182; microRNA 182	K17014
MIR183; microRNA 183	K17116
MIR184; microRNA 184	K17177
MIR185; microRNA 185	K17184
MIR186; microRNA 186	K17182
MIR18A; microRNA 18a	K17003
MIR18B; microRNA 18b	K17004
MIR1908; microRNA 1908	K17143
MIR191; microRNA 191	K17185
MIR192; microRNA 192	K17131
MIR193B; microRNA 193b	K17148
MIR194; microRNA 194	K17371
MIR195; microRNA 195	K17029
MIR196A; microRNA 196a	K17030
MIR196B; microRNA 196b	K17031
MIR196C; microRNA 196c	K17032
MIR197; microRNA 197	K17117
MIR199A; microRNA 199a	K17118
MIR199B; microRNA 199b	K17119
MIR19A; microRNA 19a	K17005
MIR19B; microRNA 19b	K23559
MIR1, K3; KSHV E3 ubiquitin-protein ligase MIR1	K21665
MIR1; microRNA 1	K16972
MIR200A; microRNA 200a	K17015
MIR200B; microRNA 200b	K17016
MIR200C; microRNA 200c	K17017
MIR202; microRNA 202	K17149
MIR203; microRNA 203	K16975
MIR204; microRNA 204	K17166
MIR205; microRNA 205	K17150
MIR206; microRNA 206	K16973
MIR20A; microRNA 20a	K17006
MIR20B; microRNA 20b	K17007
MIR210; microRNA 210	K17178
MIR212; microRNA 212	K17133
MIR214; microRNA 214	K17151
MIR215; microRNA 215	K17167
MIR216; microRNA 216	K17124
MIR217; microRNA 217	K17125
MIR218; microRNA 218	K16979
MIR219; microRNA 219	K17168
MIR21; microRNA 21	K16863
MIR221; microRNA 221	K17010
MIR222; microRNA 222	K17011
MIR223; microRNA 223	K17001
MIR224; microRNA 224	K17042
MIR22; microRNA 22	K17127
MIR23A; microRNA 23a	K17165
MIR23B; microRNA 23b	K17394
MIR23C; microRNA 23c	K17395
MIR24; microRNA 24	K17128
MIR25; microRNA 25	K17038
MIR26A; microRNA 26a	K16984
MIR26B; microRNA 26b	K16985
MIR27A; microRNA 27a	K17112
MIR27B; microRNA 27b	K17113
MIR28; microRNA 28	K17366
MIR29A; microRNA 29a	K16995
MIR29B; microRNA 29b	K16996
MIR29C; microRNA 29c	K16997
MIR2, K5; KSHV E3 ubiquitin-protein ligase MIR2	K21666
MIR301; microRNA 301	K17181
MIR302C; microRNA 302c	K17186
MIR30A_D_E; microRNA 30a/d/e	K17110
MIR30B; microRNA 30b	K17111
MIR30C; microRNA 30c	K17040
MIR31; microRNA 31	K17183
MIR320; microRNA 320	K17120
MIR324; microRNA 324	K17152
MIR326; microRNA 326	K17372
MIR328; microRNA 328	K17121
MIR32; microRNA 32	K17039
MIR330; microRNA 330	K17373
MIR331; microRNA 331	K17374
MIR335; microRNA 335	K17033
MIR342; microRNA 342	K17132
MIR345; microRNA 345	K17375
MIR34A; microRNA 34a	K16982
MIR34B; microRNA 34b	K16983
MIR34C; microRNA 34c	K23572
MIR363; microRNA 363	K17036
MIR367; microRNA 367	K17169
MIR370; microRNA 370	K17153
MIR371; microRNA 371	K16998
MIR372; microRNA 372	K16999
MIR373; microRNA 373	K17000
MIR375; microRNA 375	K16976
MIR376; microRNA 376	K17170
MIR378; microRNA 378	K17171
MIR379; microRNA 379	K17134
MIR423; microRNA 423	K17376
MIR424; microRNA 424	K16992
MIR429; microRNA 429	K17019
MIR433; microRNA 433	K17135
MIR449A; microRNA 449a	K17377
MIR449B; microRNA 449b	K17179
MIR451; microRNA 451	K17172
MIR452; microRNA 452	K17187
MIR454; microRNA 454	K17136
MIR483; microRNA 483	K17137
MIR485; microRNA 485	K17154
MIR486; microRNA 486	K17122
MIR488; microRNA 488	K17188
MIR494; microRNA 494	K17378
MIR497; microRNA 497	K16990
MIR500; microRNA 500	K17191
MIR503; microRNA 503	K16991
MIR515; microRNA 515	K17190
MIR517; microRNA 517	K17173
MIR518; microRNA 518	K17174
MIR520C; microRNA 520c	K17389
MIR520; microRNA 520	K17175
MIR527; microRNA 527	K17155
MIR557; microRNA 557	K17156
MIR574; microRNA 574	K17123
MIR579; microRNA 579	K17189
MIR584; microRNA 584	K17138
MIR593; microRNA 593	K17157
MIR595; microRNA 595	K17158
MIR602; microRNA 602	K17379
MIR603; microRNA 603	K17159
MIR608; microRNA 608	K17160
MIR612; microRNA 612	K17161
MIR615; microRNA 615	K17380
MIR621; microRNA 621	K17139
MIR625; microRNA 625	K17381
MIR634; microRNA 634	K17162
MIR642; microRNA 642	K17163
MIR646; microRNA 646	K17176
MIR649; microRNA 649	K17164
MIR650; microRNA 650	K17180
MIR652; microRNA 652	K17140
MIR760; microRNA 760	K17141
MIR7; microRNA 7	K17365
MIR888; microRNA 888	K17142
MIR92A; microRNA 92a	K17008
MIR93; microRNA 93	K17037
MIR96; microRNA 96	K17114
MIR98; microRNA 98	K16981
MIR99A; microRNA 99a	K17367
MIR9; microRNA 9	K16977
MIRLET7C; microRNA let-7c	K17397
MIRLET7; microRNA let-7	K16980
MIS12; kinetochore-associated protein MIS12	K11543
mis12, MTW1; kinetochore protein Mis12/MTW1	K11559
mis13, DSN1; kinetochore protein Mis13/DSN1	K11560
mis14, NSL1; kinetochor protein Mis14/NSL1	K11561
MIS15, CHL4; central kinetochore subunit Mis15/CHL4	K11551
MIS18, FASP1; kinetochore protein Mis18	K11564
MITF; microphthalmia-associated transcription factor	K09455
MIXL1; homeobox protein MIXL1	K24900
MKI67; antigen KI-67	K17582
MKK1_2; mitogen-activated protein kinase kinase	K08294
MKK2; mitogen-activated protein kinase kinase 2	K20603
MKK3; mitogen-activated protein kinase kinase 3	K20607
MKK4_5; mitogen-activated protein kinase kinase 4/5	K13413
MKK9; mitogen-activated protein kinase kinase 9	K20604
MKKS; McKusick-Kaufman syndrome protein	K09492
MKL; MKL/myocardin-like protein	K22525
MKLN1; muskelin	K23337
MKNK, MNK; MAP kinase interacting serine/threonine kinase	K04372
MKP2; dual specificity protein phosphatase 1B	K20551
MKRN; E3 ubiquitin-protein ligase makorin	K15687
MKS1; MAP kinase substrate 1	K20725
MKS1; Meckel syndrome type 1 protein	K19332
MKX; homeobox protein Mohawk	K24890
MLA10; R protein MLA10	K13475
mlaA, vacJ; phospholipid-binding lipoprotein MlaA	K04754
mlaB; phospholipid transport system transporter-binding protein	K07122
mlaC; phospholipid transport system substrate-binding protein	K07323
mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	K02067
mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein	K02066
mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	K02065
MLANA, MART1; melanoma antigen recognized by T-cells 1	K17303
MLC1; membrane protein MLC1	K20070
mlc; transcriptional regulator of PTS gene	K15545
mleA, mleS; malolactic enzyme	K22212
mleP; malate permease and related proteins	K24180
MLF1IP, CENPU; centromere protein U	K11513
MLF1; myeloid leukemia factor 1	K15622
MLH1; DNA mismatch repair protein MLH1	K08734
MLH3; DNA mismatch repair protein MLH3	K08739
mlhB, chnC; epsilon-lactone hydrolase	K14731
MLK4, KIAA1804; mitogen-activated protein kinase kinase kinase MLK4	K17534
MLKL; mixed lineage kinase domain-like	K08849
MLL1;	K09186
MLL2, ALR;	K09187
MLL3;	K09188
MLL4;	K14959
MLL5;	K09189
MLLT1_3, ENL, AF9; YEATS domain-containing protein 1/3	K15187
MLLT6_10, AF17_10; protein AF-17/10	K23588
MLN; motilin	K05265
MLNR; motilin receptor	K05266
MLO; mlo protein	K08472
MLP1, KDX1; MPK-like protein 1	K19847
MLPH; melanophilin	K22235
mlrA; MerR family transcriptional regulator, activator of the csg genes	K21089
mlsA1; mycolactone core lactone polyketide synthase MlsA1	K16418
mlsA2; mycolactone core lactone polyketide synthase MlsA2	K16450
mlsB; mycolactone side chain polyketide synthase	K16419
MLST8, GBL; target of rapamycin complex subunit LST8	K08266
mltA; membrane-bound lytic murein transglycosylase A	K08304
mltB; membrane-bound lytic murein transglycosylase B	K08305
mltC; membrane-bound lytic murein transglycosylase C	K08306
mltD, dniR; membrane-bound lytic murein transglycosylase D	K08307
mltE, emtA; membrane-bound lytic murein transglycosylase E	K08308
mltF; membrane-bound lytic murein transglycosylase F	K18691
MLX; MAX-like protein X	K09113
MLYCD; malonyl-CoA decarboxylase	K01578
MMAB, pduO; cob(I)alamin adenosyltransferase	K00798
MMACHC; cyanocobalamin reductase (cyanide-eliminating) / alkylcobalamin dealkylase	K14618
mmcO; multicopper oxidase	K22552
mmcR; mitomycin 6-O-methyltransferase	K21427
mmdA; methylmalonyl-CoA decarboxylase subunit alpha	K01604
mmdE; methylmalonyl-CoA decarboxylase subunit epsilon	K23360
MMD; monocyte to macrophage differentiation protein	K11064
MME, CD10; neprilysin	K01389
MMEL1, NEP; neprilysin	K08635
mmgC; acyl-CoA dehydrogenase	K18244
MMGT1, EMG5; membrane magnesium transporter 1	K23566
MMM1; maintenance of mitochondrial morphology protein 1	K17764
mmoB; methane monooxygenase regulatory protein B	K16160
mmoC; methane monooxygenase component C	K16161
mmoD; methane monooxygenase component D	K16162
M; Morbillivirus matrix protein	K19381
mmoX; methane monooxygenase component A alpha chain	K16157
mmoY; methane monooxygenase component A beta chain	K16158
mmoZ; methane monooxygenase component A gamma chain	K16159
MMP10; matrix metalloproteinase-10 (stromelysin 2)	K01396
MMP11; matrix metalloproteinase-11 (stromelysin 3)	K07993
MMP12; matrix metalloproteinase-12 (macrophage elastase)	K01413
MMP13; matrix metalloproteinase-13 (collagenase 3)	K07994
MMP14; matrix metalloproteinase-14 (membrane-inserted)	K07763
MMP15; matrix metalloproteinase-15 (membrane-inserted)	K07995
MMP16; matrix metalloproteinase-16 (membrane-inserted)	K07996
MMP17; matrix metalloproteinase-17 (membrane-inserted)	K07997
MMP19, MMP18; matrix metalloproteinase-19 (RASI)	K07998
MMP1; matrix metalloproteinase-1 (interstitial collagenase)	K01388
MMP20; matrix metalloproteinase-20 (enamelysin)	K07999
MMP21; matrix metalloproteinase-21	K08000
MMP23; matrix metalloproteinase-23 (CA-MMP)	K08001
MMP24; matrix metalloproteinase-24 (membrane-inserted)	K08002
MMP25; matrix metalloproteinase-25 (membrane-inserted)	K08003
MMP26; matrix metalloproteinase-26 (matrilysin-2, endometase)	K08004
MMP27; matrix metalloproteinase-27	K08005
MMP28; matrix metalloproteinase-28 (epilysin)	K08006
MMP2; matrix metalloproteinase-2 (gelatinase A)	K01398
MMP3; matrix metalloproteinase-3 (stromelysin 1, progelatinase)	K01394
MMP7; matrix metalloproteinase-7 (matrilysin, uterine)	K01397
MMP8; matrix metalloproteinase-8 (neutrophil collagenase)	K01402
MMP9; matrix metalloproteinase-9 (gelatinase B)	K01403
mmpL11; heme transporter	K20466
mmpL3; trehalose monomycolate/heme transporter	K20470
MMR1; mitochondrial MYO2 receptor-related protein 1	K17976
mmr; MFS transporter, DHA2 family, methylenomycin A resistance protein	K08166
MMRN; multimerin	K24247
mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	K00140
mmuM, BHMT2; homocysteine S-methyltransferase	K00547
mmuP; S-methylmethionine transporter	K16235
MN1; transcriptional activator MN1	K22543
MNAT1; CDK-activating kinase assembly factor MAT1	K10842
mnaT; L-amino acid N-acyltransferase	K24217
MND2; anaphase-promoting complex subunit MND2	K12781
mne; mannose 2-epimerase	K24671
MNF1; mitochondrial nucleoid factor 1	K17682
mngA, hrsA; 2-O-A-mannosyl-D-glycerate PTS system EIIABC component	K11200
mngB; mannosylglycerate hydrolase	K15524
mngR, farR; GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor	K11922
mnhA, mrpA; multicomponent Na+:H+ antiporter subunit A	K05565
mnhB, mrpB; multicomponent Na+:H+ antiporter subunit B	K05566
mnhC, mrpC; multicomponent Na+:H+ antiporter subunit C	K05567
mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D	K05568
mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E	K05569
mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F	K05570
mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G	K05571
MNL1; endoplasmic reticulum Man8GlcNAc2 1,2-alpha-mannosidase	K23979
MNL1, SEB1, SEBA, COM2; C2H2 transcription facotor	K21545
mnmA, trmU; tRNA-uridine 2-sulfurtransferase	K00566
mnmC; tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein	K15461
mnmE, trmE, MSS1; tRNA modification GTPase	K03650
MNN10; mannan polymerase II complex MNN10 subunit	K05531
MNN11; mannan polymerase II complex MNN11 subunit	K05532
MNN1; alpha 1,3-mannosyltransferase	K05538
MNN25; alpha 1,2-mannosyltransferase	K10970
MNN2; alpha 1,2-mannosyltransferase	K05535
MNN5; alpha 1,2-mannosyltransferase	K05536
MNN9; mannan polymerase complexes MNN9 subunit	K05529
mnoP; high affinity Mn2+ porin	K16080
MNR; protein moonraker	K21765
MNT2; alpha 1,3-mannosyltransferase	K10968
MNT3; alpha 1,3-mannosyltransferase	K10969
mntA; manganese transport system ATP-binding protein	K11603
mntA; manganese transport system ATP-binding protein	K19973
mntB; manganese transport system permease protein	K11602
mntB; manganese transport system permease protein	K19976
mntC; manganese transport system substrate-binding protein	K11601
mntC; manganese transport system substrate-binding protein	K19975
mntH; manganese transport protein	K03322
mntP; manganese efflux pump family protein	K23242
mntR; DtxR family transcriptional regulator, manganese transport regulator	K11924
MNT, ROX; MAX-binding protein	K09115
mnxG; manganese oxidase	K22349
moaA, CNX2; GTP 3',8-cyclase	K03639
moaB; molybdopterin adenylyltransferase	K03638
moaC, CNX3; cyclic pyranopterin monophosphate synthase	K03637
moaD, cysO; sulfur-carrier protein	K03636
moaX; MoaE-MoaD fusion protein	K21142
MOB1, Mats; MOB kinase activator 1	K06685
mobA; 3-hydroxybenzoate 4-monooxygenase	K19065
mobAB; molybdopterin-guanine dinucleotide biosynthesis protein	K13818
mobA; molybdenum cofactor guanylyltransferase	K03752
mobB; molybdopterin-guanine dinucleotide biosynthesis adapter protein	K03753
mocA; molybdenum cofactor cytidylyltransferase	K07141
MOCS1; GTP 3',8-cyclase / cyclic pyranopterin monophosphate synthase	K20967
MOCS2A, CNXG; molybdopterin synthase sulfur carrier subunit	K21232
MOCS2B, moaE; molybdopterin synthase catalytic subunit	K03635
MOCS3, UBA4; adenylyltransferase and sulfurtransferase	K11996
mod; adenine-specific DNA-methyltransferase	K07316
modA; molybdate transport system substrate-binding protein	K02020
modB; molybdate transport system permease protein	K02018
modC; molybdate transport system ATP-binding protein	K02017
modD; molybdenum transport protein	K03813
modE; molybdate transport system regulatory protein	K02019
modF; molybdate transport system ATP-binding protein	K05776
MODSP; modular serine protease	K20674
moeA; molybdopterin molybdotransferase	K03750
moeB; molybdopterin-synthase adenylyltransferase	K21029
moeZR, moeBR; sulfur-carrier protein adenylyltransferase/sulfurtransferase	K21147
mogA; molybdopterin adenylyltransferase	K03831
MOGAT1, MGAT1; 2-acylglycerol O-acyltransferase 1	K14458
MOGAT2, MGAT2; 2-acylglycerol O-acyltransferase 2	K14457
MOGAT3, MGAT3; 2-acylglycerol O-acyltransferase 3	K14456
MOG; myelin-oligodendrocyte glycoprotein	K17270
MOGS; mannosyl-oligosaccharide glucosidase	K01228
mom; adenine modification enzyme	K21527
MON1; vacuolar fusion protein MON1	K20195
mop; aldehyde oxidoreductase	K07469
morA; morphine 6-dehydrogenase	K03378
MORC; MORC family CW-type zinc finger protein	K24135
MORF4L1, MRG15, EAF3; mortality factor 4-like protein 1	K11339
MORF4L2, MRGX; mortality factor 4-like protein 2	K11342
MORG1; mitogen-activated protein kinase organizer 1	K13124
mosAB; molybdenum storage protein	K00947
MOSMO; modulator of smoothened protein	K23663
MOS; proto-oncogene serine/threonine-protein kinase mos	K04367
motA; chemotaxis protein MotA	K02556
motB; chemotaxis protein MotB	K02557
motC; chemotaxis protein MotC	K10564
motD; chemotaxis protein MotD	K10565
motX; sodium-type polar flagellar protein MotX	K21217
motY; sodium-type flagellar protein MotY	K21218
MOV10; helicase MOV-10	K18422
MOV10L1; putative helicase MOV10L1	K13983
MOX; alcohol oxidase	K17066
moxA; manganese oxidase	K22348
moxR; MoxR-like ATPase	K03924
mp2; beta-1,4-mannooligosaccharide/beta-1,4-mannosyl-N-acetylglucosamine phosphorylase	K18785
MP68, MLQ; 6.8 kDa mitochondrial proteolipid	K18193
mpaA; murein peptide amidase A	K14054
MPAN; protein MPAN	K23168
MPAO, PAO1; polyamine oxidase	K13366
mpa; proteasome-associated ATPase	K13527
MPC1; mitochondrial pyruvate carrier 1	K22138
MPC2; mitochondrial pyruvate carrier 2	K22139
mpdB; 2-methyl-1,2-propanediol dehydrogenase	K20927
mpdC; 2-hydroxy-2-methylpropanal dehydrogenase	K20928
MPDU1; mannose-P-dolichol utilization defect 1	K09660
MPDZ, MUPP1, Patj; multiple PDZ domain protein	K06095
MPE1; protein MPE1	K15541
MPG; DNA-3-methyladenine glycosylase	K03652
MPH1; ATP-dependent DNA helicase MPH1	K14635
